mode,scheduler,trials,Pt_W,disable_ffr,disable_adt,beam_half_deg,rx_FOV_semi_deg,delta_used,mean_sinr_db,median_sinr_db,avg_se_user_bpshz,per_user_rate_Mbps,jain_fairness,cov_p10db,cov_p20db,time_s
joint,full-load,10000,3.0,False,False,20.0,40.0,0.6666666666666666,27.368140778438537,26.30727657842112,368.3780534977228,7.223099088190642,0.7881895903800886,1.0,1.0,233.38804626464844
joint,rr1,10000,3.0,False,False,20.0,40.0,0.6666666666666666,27.614225115539583,26.501352611053225,1003.8738757112798,19.683801484534897,0.9894902552539322,1.0,1.0,105.71871781349182
adt_sdma,full-load,10000,3.0,True,False,20.0,40.0,1.0,20.24462407340806,19.221704567336847,274.8704216107118,5.389616110013956,0.9815176881471044,1.0,0.4158024691358025,290.71132826805115
adt_sdma,rr1,10000,3.0,True,False,20.0,40.0,1.0,20.062032993058843,19.05078897165895,1638.8667087828726,32.13464134868377,0.9829365453617748,1.0,0.4044585987261146,212.26997685432437
ffr_only,full-load,10000,3.0,False,True,89.0,89.0,0.6666666666666666,3.777470378135312,-19.95745240974838,9.904541413993751,0.1942066943920343,0.0523029881146705,0.030599623278707,0.0034720974753514,380.40707898139954
ffr_only,rr1,10000,3.0,False,True,89.0,89.0,0.6666666666666666,4.564965167787255,-16.174893312387027,32.520033114277176,0.6376477081230819,0.0802739473372688,0.0323708323708323,0.0055902055902055,150.7557635307312
ofdma_only,full-load,10000,3.0,True,True,89.0,89.0,1.0,-3.879034150245796,-23.65119039735973,7.79183998976606,0.1527811762699227,0.0833241818119174,0.0116411297671517,0.0,642.9277577400208
ofdma_only,rr1,10000,3.0,True,True,89.0,89.0,1.0,-3.9500054679092615,-23.551164582640794,46.45454338359007,0.9108733996782368,0.0835662558926809,0.0114497935030512,0.0,499.7567329406738
