protocol,scheduler,rx_tilt_sigma_deg,trials,mean_sinr_db,median_sinr_db,avg_se_user_bpshz,jain_fairness,cov_p10db,cov_p20db,time_s
ADT+OFDMA+strictFFR,full-load,5.0,10000,27.317528625962588,26.38704939034592,357.6828736609528,0.7855745815674094,1.0,0.9747695293546822,327.6189844608307
ADT+OFDMA+strictFFR,rr1,5.0,10000,27.382849628352098,26.32455150100851,980.7022206879888,0.9772563898804972,1.0,0.9788519637462236,149.33785319328308
ADT+OFDMA+strictFFR,full-load,15.0,10000,24.22580772237118,20.731440834354352,170.44164686622804,0.4692841719489483,0.7145960892751333,0.3638159194153664,346.483056306839
ADT+OFDMA+strictFFR,rr1,15.0,10000,24.29765381830172,16.738710005604666,498.54906910248815,0.6218904467963993,0.7448979591836735,0.365079365079365,138.60017085075378
ADT+OFDMA+strictFFR,full-load,29.0,10000,18.455199138363245,5.102693509807718,80.37573719843225,0.3295642828951822,0.3483251787730523,0.0939028980052691,293.8469521999359
ADT+OFDMA+strictFFR,rr1,29.0,10000,19.115561701380845,6.154385936591878,248.8994996509205,0.4446833313562987,0.3656542056074766,0.1008566978193146,142.77443528175354
